,biomass,gas,hydro,other_fossil,wind_onshore,demand,s_l,s_r
0,1.9855993112474613,0.0,156.0,89.0,21.0,640.0,422.13298571626245,0.0
1,77.0,0.0,45.82610466374703,89.0,10.547009921946142,615.0,453.7612539086387,0.0
2,77.0,0.0,155.0,36.45050838156625,19.0,595.0,463.0,0.0
3,76.0,0.0,186.0,18.224273150742853,17.0,505.5333023884924,397.0,0.0
4,46.925411994251895,0.0,421.0,0.7426401196927976,11.0,613.0,237.5,0.0
5,76.0,1.0,512.0,20.59498504556339,7.953128198031961,628.0,219.0,0.0
6,76.0,1.0,600.0,88.0,13.0,640.0,269.0,0.0
7,76.0,0.8511257299082227,667.0,88.0,6.876748368461309,57.82028306071609,161.0,0.0
8,76.0,0.2995769501038943,741.0,88.0,9.0,220.04590132502437,12.515328205866759,0.0
9,54.38405825475844,1.0,747.0,84.33169380424737,13.0,398.47219095949805,20.777784573011168,0.0
10,76.0,1.0,6.400999169717059,35.8116129048015,31.0,738.0,19.92144016308541,0.0
11,77.0,1.0,10.194871380724477,88.0,39.0,747.0,23.0,0.0
12,77.0,1.0,939.0,36.36286580827102,2.1726354083869097,759.0,0.0,5.0
13,46.404091698212966,1.0,1011.0,89.0,49.0,60.2140580157551,0.0,29.175929641119122
14,25.902246071313698,1.0,1012.0,89.0,46.0,229.59095185426014,0.0,1.922889135797504
15,61.741846292013726,0.2418043525869794,1013.0,89.0,47.0,840.0,22.0,0.0
16,77.0,1.0,1012.0,66.42869125254424,50.0,843.0,41.5,0.0
17,77.0,0.7468783391244525,1012.0,90.0,33.399500544900405,833.0,18.0,0.0
18,78.0,0.17675861873572862,249.7056060154986,85.296148307799,25.08670450111591,817.0,41.0,0.0
19,78.0,1.0,660.4799555396979,90.0,51.0,47.89017908023221,77.0,0.0
20,76.25895448024288,1.0,759.0,90.0,51.0,65.39168354076011,189.0,0.0
21,78.0,0.9286037750570598,578.0,91.0,3.0708645779096266,669.0,260.5,0.0
22,78.0,1.0,483.0,91.0,51.0,614.0,131.5,0.0
23,78.0,1.0,360.46943921485314,90.0,51.0,575.0,0.0,76.5
24,78.0,0.7291149477494754,546.0,90.0,51.0,555.0,0.0,35.0
25,78.0,1.0,197.1203044296359,90.0,49.0,73.0404982239278,2.5,0.0
26,77.0,1.0,612.0,89.0,43.90726116809261,557.0,0.0,23.0
27,77.0,0.9025834113353248,787.0,57.422148009769316,6.434043665707037,600.0,0.0,50.895101792052586
28,73.00607338855032,1.0,186.42767892799785,89.0,7.65512594517207,700.0,49.5,0.0
29,77.0,1.0,807.0,27.66226275635244,29.035108672632724,827.0,272.0,0.0
30,76.0,7.940914141885036,868.0,88.0,13.36003586724181,917.0,293.5,0.0
31,10.774121198786736,25.0,876.0,88.0,15.90691570656482,568.2750743614569,351.5,0.0
32,76.0,24.0,1075.0,88.0,21.43963964317913,992.0,515.0,0.0
33,76.0,24.0,1154.0,88.0,32.0,476.95753828317,372.22989894459533,0.0
34,76.0,37.0,1147.0,34.99051282325291,23.087888065941534,973.0,431.0,0.0
35,41.69978134563339,65.0,453.4402866916102,34.652440543948586,3.5072894521021594,871.4954730458427,361.3480039691709,0.0
36,76.0,106.0,1037.0,19.88845238133961,8.197156653137212,993.0,426.0,0.0
37,5.123524698345694,211.7442671576983,658.2188137429584,85.0,25.0,1001.0,484.0,0.0
38,23.60550131151798,365.0,448.3290364498893,86.0,16.15566678686044,1055.0,270.4602995515563,0.0
39,74.0,139.19304484539526,1091.0,86.0,13.0,1049.5807145587694,309.0,0.0
40,75.0,379.0,565.3503095142455,17.246355793418555,15.0,1042.0,228.58162758143357,0.0
41,75.0,376.0,1102.0,86.0,3.3817208744803295,1005.0,331.5,0.0
42,40.39862576556236,211.0,935.0,89.0,14.0,22.73551190344923,80.57600804240016,0.0
43,75.0,61.0,927.0,87.0,6.664276405536354,915.0,382.5,0.0
44,75.0,0.3002419000143213,927.0,87.0,10.0,828.0,355.0,0.0
45,13.501543301042615,1.0,921.0,87.0,12.0,274.4392694380732,402.5,0.0
46,75.0,1.0,145.4433151603976,42.86221189531576,3.657047038138137,370.5568868381178,313.5945949719451,0.0
